PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,WE_STATUS,MIRO_STATUS,F110_STATUS,TOTAL_VALUE,Delivery_Delay_Days,COST_SAVINGS,DEFECT_RATE,Vendor_Risk
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,MRO,Delivered,887,65.89,59.67,29.0,Yes,Completed,Verified,Paid,52927.29,15.0,5517.139999999999,0.03269447576099211,Low Risk
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,MRO,Delivered,1856,35.29,32.41,26.0,Yes,Completed,Verified,Paid,60152.95999999999,2.0,5345.280000000004,0.014008620689655173,Low Risk
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Office Supplies,Delivered,1127,49.32,46.49,30.0,Yes,Completed,Verified,Paid,52394.23,12.0,3189.409999999998,0.026619343389529725,Low Risk
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Raw Materials,Delivered,1052,37.78,32.6,162.0,Yes,Completed,Verified,Paid,34295.200000000004,14.0,5449.36,0.15399239543726237,High Risk
PO-00557,Gamma_Co,2023-02-20,2023-02-22,Raw Materials,Delivered,493,44.74,41.44,24.0,No,Completed,Verified,Paid,20429.92,2.0,1626.9000000000021,0.0486815415821501,Low Risk
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,MRO,Partially Delivered,662,81.44,71.33,87.0,Yes,Completed,Pending,Not Paid,47220.46,13.0,6692.82,0.13141993957703926,High Risk
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Raw Materials,Delivered,1042,36.74,35.78,33.0,Yes,Completed,Verified,Paid,37282.76,6.0,1000.3200000000008,0.03166986564299424,Low Risk
PO-00560,Alpha_Inc,2022-11-08,,Raw Materials,Delivered,313,64.03,57.74,1.0,Yes,Pending,Verified,Paid,18072.62,,1968.7699999999998,0.003194888178913738,Low Risk
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,,Yes,Completed,Verified,Paid,56727.880000000005,20.0,5449.839999999996,,Low Risk
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,Completed,Verified,Paid,105280.0,15.0,13439.650000000003,0.04802431610942249,Low Risk
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,Completed,Verified,Paid,97244.54999999999,3.0,9024.210000000008,0.09876543209876543,Low Risk
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,Completed,Verified,Paid,124096.9,12.0,16659.120000000006,0.03662138216184288,Low Risk
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Raw Materials,Pending,54,32.28,28.65,3.0,Yes,Completed,Pending,Not Paid,1547.1,19.0,196.02000000000015,0.05555555555555555,Low Risk
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,Completed,Verified,Paid,14358.960000000001,5.0,2363.7599999999998,0.02806122448979592,Low Risk
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,Completed,Verified,Paid,42765.3,12.0,2005.019999999998,0.027580772261623327,Low Risk
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,Completed,Verified,Paid,53050.579999999994,3.0,3176.7799999999997,0.023086269744835967,Low Risk
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,Completed,Verified,Paid,12491.74,17.0,2000.16,0.10151187904967603,High Risk
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Electronics,Cancelled,1041,58.5,52.54,170.0,No,Completed,Pending,Not Paid,54694.14,11.0,6204.360000000001,0.1633045148895293,High Risk
PO-00571,Gamma_Co,2023-11-23,2023-12-01,Electronics,Pending,933,70.72,65.47,42.0,Yes,Completed,Pending,Not Paid,61083.51,8.0,4898.25,0.04501607717041801,Low Risk
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,Pending,Verified,Paid,58200.7,,825.3399999999975,0.1398453970484891,High Risk
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,Completed,Verified,Paid,7710.719999999999,6.0,557.7600000000002,0.125,High Risk
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,Completed,Verified,Paid,17889.48,13.0,1401.4799999999977,0.027292576419213975,Low Risk
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,Pending,Verified,Paid,14501.359999999999,,479.6000000000006,0.022935779816513763,Low Risk
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,,No,Completed,Verified,Paid,79666.79999999999,9.0,2925.449999999999,,Low Risk
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,Completed,Verified,Paid,94839.3,7.0,9540.719999999998,0.051769677760169046,Low Risk
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,Pending,Verified,Paid,49032.75,,3976.2000000000003,0.02695035460992908,Low Risk
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,,No,Completed,Verified,Paid,16466.04,16.0,486.54000000000036,,Low Risk
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,Office Supplies,Pending,419,35.72,32.74,7.0,Yes,Completed,Pending,Not Paid,13718.060000000001,5.0,1248.6199999999988,0.016706443914081145,Low Risk
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,Completed,Verified,Paid,61684.25,15.0,1685.1000000000054,0.05547445255474453,Low Risk
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,Completed,Pending,Not Paid,97420.76999999999,15.0,8854.290000000006,0.1645462256149279,High Risk
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,Pending,Verified,Paid,114828.84,,18528.09000000002,0.022948938611589215,Low Risk
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,Completed,Verified,Paid,59199.76,11.0,1437.559999999997,0.023094688221709007,Low Risk
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,Completed,Verified,Paid,43814.36,3.0,2308.619999999997,0.08498583569405099,Low Risk
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,,Yes,Completed,Pending,Not Paid,7334.599999999999,10.0,635.4399999999997,,Low Risk
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,,No,Completed,Pending,Not Paid,16447.2,6.0,404.7999999999976,,Low Risk
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,Completed,Verified,Paid,171436.2,6.0,6751.799999999992,0.056451612903225805,Low Risk
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,Completed,Verified,Paid,36407.67,17.0,2129.7899999999995,0.14669051878354203,High Risk
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,Completed,Pending,Not Paid,103237.68000000001,7.0,6955.650000000006,0.09106984969053934,Low Risk
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,,Yes,Completed,Pending,Not Paid,61669.74,8.0,9478.92,,Low Risk
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,Raw Materials,Pending,790,26.8,25.62,115.0,Yes,Completed,Pending,Not Paid,20239.8,1.0,932.1999999999998,0.14556962025316456,High Risk
PO-00593,Gamma_Co,2022-09-08,2022-09-27,MRO,Pending,1547,61.12,53.43,77.0,Yes,Completed,Pending,Not Paid,82656.21,19.0,11896.429999999997,0.049773755656108594,Low Risk
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,Office Supplies,Cancelled,166,95.65,94.48,23.0,Yes,Completed,Pending,Not Paid,15683.68,18.0,194.22000000000028,0.13855421686746988,High Risk
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,Electronics,Delivered,1903,83.49,82.33,43.0,Yes,Completed,Verified,Paid,156673.99,3.0,2207.4799999999937,0.02259590120861797,Low Risk
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,Office Supplies,Partially Delivered,840,83.42,80.35,153.0,Yes,Completed,Pending,Not Paid,67494.0,13.0,2578.800000000006,0.18214285714285713,High Risk
PO-00597,Delta_Logistics,2023-04-12,,MRO,Delivered,1200,74.49,64.63,161.0,Yes,Pending,Verified,Paid,77556.0,,11832.0,0.13416666666666666,High Risk
PO-00598,Gamma_Co,2023-03-01,2023-03-18,Raw Materials,Delivered,1466,77.37,70.35,72.0,Yes,Completed,Verified,Paid,103133.09999999999,17.0,10291.320000000014,0.04911323328785812,Low Risk
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,Office Supplies,Delivered,1981,95.5,94.39,49.0,Yes,Completed,Verified,Paid,186986.59,14.0,2198.909999999999,0.024734982332155476,Low Risk
PO-00600,Gamma_Co,2023-08-13,2023-08-16,Packaging,Delivered,1062,35.55,32.38,,Yes,Completed,Verified,Paid,34387.560000000005,3.0,3366.539999999994,,Low Risk
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,MRO,Delivered,1714,55.67,55.09,42.0,Yes,Completed,Verified,Paid,94424.26000000001,11.0,994.119999999997,0.024504084014002333,Low Risk
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,Office Supplies,Delivered,1131,33.35,31.28,23.0,Yes,Completed,Verified,Paid,35377.68,15.0,2341.1700000000005,0.020335985853227233,Low Risk
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,Office Supplies,Delivered,683,104.82,101.34,,Yes,Completed,Verified,Paid,69215.22,17.0,2376.839999999993,,Low Risk
PO-00604,Gamma_Co,2023-05-22,2023-06-09,Packaging,Partially Delivered,562,102.56,90.88,38.0,Yes,Completed,Pending,Not Paid,51074.56,18.0,6564.1600000000035,0.06761565836298933,Low Risk
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,Electronics,Delivered,1824,14.43,14.11,36.0,Yes,Completed,Verified,Paid,25736.64,6.0,583.6800000000005,0.019736842105263157,Low Risk
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,Electronics,Partially Delivered,851,76.44,74.76,91.0,Yes,Completed,Pending,Not Paid,63620.76,5.0,1429.6799999999937,0.10693301997649823,High Risk
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,Office Supplies,Delivered,1169,95.6,82.16,103.0,Yes,Completed,Verified,Paid,96045.04,2.0,15711.359999999997,0.08810949529512403,Low Risk
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,MRO,Delivered,1711,29.14,26.35,48.0,Yes,Completed,Verified,Paid,45084.850000000006,17.0,4773.689999999999,0.028053769725306838,Low Risk
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,Packaging,Pending,1191,68.14,61.71,112.0,Yes,Completed,Pending,Not Paid,73496.61,6.0,7658.13,0.09403862300587741,Low Risk
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,Electronics,Delivered,609,92.39,82.75,29.0,Yes,Completed,Verified,Paid,50394.75,8.0,5870.76,0.047619047619047616,Low Risk
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,Office Supplies,Delivered,1674,13.25,11.77,181.0,Yes,Completed,Verified,Paid,19702.98,17.0,2477.520000000001,0.1081242532855436,High Risk
PO-00612,Gamma_Co,2023-03-12,2023-03-15,MRO,Delivered,537,77.86,71.18,20.0,Yes,Completed,Verified,Paid,38223.66,3.0,3587.159999999996,0.037243947858473,Low Risk
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,Electronics,Delivered,1310,38.05,37.0,45.0,Yes,Completed,Verified,Paid,48470.0,18.0,1375.4999999999964,0.03435114503816794,Low Risk
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,Raw Materials,Delivered,1958,95.53,91.72,308.0,Yes,Completed,Verified,Paid,179587.76,10.0,7459.980000000004,0.15730337078651685,High Risk
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,Office Supplies,Delivered,946,108.6,101.78,146.0,Yes,Completed,Verified,Paid,96283.88,3.0,6451.719999999994,0.1543340380549683,High Risk
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,Packaging,Partially Delivered,1345,103.06,95.14,,Yes,Completed,Pending,Not Paid,127963.3,6.0,10652.400000000001,,Low Risk
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,MRO,Delivered,1262,56.63,51.46,,No,Completed,Verified,Paid,64942.520000000004,19.0,6524.540000000002,,Low Risk
PO-00618,Beta_Supplies,2022-02-21,2022-03-13,Office Supplies,Pending,753,88.02,79.92,75.0,Yes,Completed,Pending,Not Paid,60179.76,20.0,6099.299999999996,0.099601593625498,Low Risk
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,Electronics,Delivered,1520,93.75,81.63,149.0,Yes,Completed,Verified,Paid,124077.59999999999,20.0,18422.40000000001,0.09802631578947368,Low Risk
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,Office Supplies,Delivered,630,40.27,37.54,76.0,Yes,Completed,Verified,Paid,23650.2,19.0,1719.9000000000026,0.12063492063492064,High Risk
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,Office Supplies,Delivered,839,86.29,82.51,110.0,Yes,Completed,Verified,Paid,69225.89,1.0,3171.420000000001,0.13110846245530394,High Risk
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,Electronics,Delivered,910,14.33,14.07,27.0,Yes,Completed,Verified,Paid,12803.7,19.0,236.5999999999998,0.02967032967032967,Low Risk
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,Raw Materials,Delivered,296,64.94,63.61,,Yes,Completed,Verified,Paid,18828.56,7.0,393.6799999999995,,Low Risk
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,MRO,Delivered,1149,33.0,30.65,141.0,Yes,Completed,Verified,Paid,35216.85,14.0,2700.1500000000015,0.1227154046997389,High Risk
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,Electronics,Delivered,203,23.14,20.0,,No,Completed,Verified,Paid,4060.0,1.0,637.4200000000001,,Low Risk
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,Office Supplies,Delivered,1729,18.36,16.34,47.0,Yes,Completed,Verified,Paid,28251.86,18.0,3492.5799999999995,0.027183342972816656,Low Risk
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,Office Supplies,Delivered,1508,79.21,73.27,226.0,Yes,Completed,Verified,Paid,110491.15999999999,10.0,8957.519999999997,0.14986737400530503,High Risk
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,Packaging,Partially Delivered,1046,44.65,40.1,165.0,No,Completed,Pending,Not Paid,41944.6,13.0,4759.299999999997,0.1577437858508604,High Risk
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,Office Supplies,Delivered,1159,78.99,71.69,14.0,Yes,Completed,Verified,Paid,83088.70999999999,3.0,8460.699999999997,0.012079378774805867,Low Risk
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,Electronics,Delivered,746,16.99,15.35,69.0,No,Completed,Verified,Paid,11451.1,6.0,1223.4399999999991,0.09249329758713137,Low Risk
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,Packaging,Delivered,1358,42.21,38.75,128.0,Yes,Completed,Verified,Paid,52622.5,16.0,4698.680000000001,0.09425625920471281,Low Risk
PO-00632,Gamma_Co,2023-06-01,2023-06-12,Office Supplies,Delivered,1293,63.53,59.42,79.0,Yes,Completed,Verified,Paid,76830.06,11.0,5314.23,0.06109822119102862,Low Risk
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,Electronics,Delivered,1142,86.85,74.28,30.0,Yes,Completed,Verified,Paid,84827.76,11.0,14354.939999999991,0.02626970227670753,Low Risk
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,MRO,Delivered,1120,42.17,37.47,33.0,Yes,Completed,Verified,Paid,41966.4,11.0,5264.000000000004,0.029464285714285714,Low Risk
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,MRO,Delivered,1058,71.3,62.04,,Yes,Completed,Verified,Paid,65638.31999999999,12.0,9797.079999999998,,Low Risk
PO-00636,Epsilon_Group,2022-06-12,,Office Supplies,Delivered,143,91.98,86.02,5.0,Yes,Pending,Verified,Paid,12300.859999999999,,852.2800000000011,0.03496503496503497,Low Risk
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,MRO,Delivered,1823,70.66,66.92,202.0,Yes,Completed,Verified,Paid,121995.16,12.0,6818.01999999999,0.11080636313768513,High Risk
PO-00638,Gamma_Co,2023-04-06,2023-04-10,Office Supplies,Delivered,1007,33.29,28.48,49.0,Yes,Completed,Verified,Paid,28679.36,4.0,4843.669999999999,0.04865938430983118,Low Risk
PO-00639,Gamma_Co,2022-09-23,2022-10-08,Packaging,Delivered,1061,12.68,12.36,56.0,No,Completed,Verified,Paid,13113.96,15.0,339.5200000000003,0.0527803958529689,Low Risk
PO-00640,Beta_Supplies,2022-09-11,2022-09-26,MRO,Pending,502,91.84,82.33,,Yes,Completed,Pending,Not Paid,41329.659999999996,15.0,4774.020000000002,,Low Risk
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,Packaging,Delivered,1277,13.17,11.63,199.0,No,Completed,Verified,Paid,14851.51,4.0,1966.579999999999,0.1558339859044636,High Risk
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,Packaging,Delivered,961,92.72,88.49,22.0,Yes,Completed,Verified,Paid,85038.89,13.0,4065.030000000004,0.022892819979188347,Low Risk
PO-00643,Gamma_Co,2023-06-18,2023-07-02,Packaging,Delivered,267,62.5,61.18,17.0,Yes,Completed,Verified,Paid,16335.06,14.0,352.44000000000005,0.06367041198501873,Low Risk
PO-00644,Delta_Logistics,2023-05-12,2023-05-18,Raw Materials,Cancelled,523,102.08,99.59,,Yes,Completed,Pending,Not Paid,52085.57,6.0,1302.2699999999973,,Low Risk
PO-00645,Epsilon_Group,2023-10-04,2023-10-23,Electronics,Pending,481,90.49,77.17,,Yes,Completed,Pending,Not Paid,37118.770000000004,19.0,6406.919999999996,,Low Risk
PO-00646,Gamma_Co,2022-09-02,2022-09-09,Office Supplies,Delivered,390,103.81,100.12,20.0,Yes,Completed,Verified,Paid,39046.8,7.0,1439.099999999999,0.05128205128205128,Low Risk
PO-00647,Epsilon_Group,2022-10-09,2022-10-25,Packaging,Delivered,600,43.43,38.76,22.0,Yes,Completed,Verified,Paid,23256.0,16.0,2802.000000000001,0.03666666666666667,Low Risk
PO-00648,Delta_Logistics,2023-03-27,,Office Supplies,Delivered,1685,84.58,75.21,253.0,No,Pending,Verified,Paid,126728.84999999999,,15788.450000000008,0.15014836795252226,High Risk
PO-00649,Epsilon_Group,2022-03-21,2022-03-31,Packaging,Cancelled,1362,46.64,42.85,33.0,Yes,Completed,Pending,Not Paid,58361.700000000004,10.0,5161.979999999999,0.024229074889867842,Low Risk
PO-00650,Delta_Logistics,2024-01-01,2024-01-04,Electronics,Pending,1327,59.57,56.44,169.0,Yes,Completed,Pending,Not Paid,74895.87999999999,3.0,4153.510000000003,0.12735493594574226,High Risk
PO-00651,Epsilon_Group,2022-10-20,,MRO,Delivered,1807,69.47,60.0,50.0,Yes,Pending,Verified,Paid,108420.0,,17112.289999999997,0.02767017155506364,Low Risk
PO-00652,Alpha_Inc,2022-08-29,2022-09-06,Office Supplies,Pending,406,91.73,89.13,,Yes,Completed,Pending,Not Paid,36186.78,8.0,1055.6000000000035,,Low Risk
PO-00653,Gamma_Co,2022-10-06,2022-10-18,Raw Materials,Partially Delivered,72,103.0,89.49,1.0,No,Completed,Pending,Not Paid,6443.28,12.0,972.7200000000004,0.013888888888888888,Low Risk
PO-00654,Gamma_Co,2022-12-10,2022-12-20,Office Supplies,Delivered,1835,83.5,82.36,85.0,No,Completed,Verified,Paid,151130.6,10.0,2091.900000000001,0.04632152588555858,Low Risk
PO-00655,Delta_Logistics,2022-11-24,2022-12-10,Electronics,Pending,571,49.98,45.58,,No,Completed,Pending,Not Paid,26026.18,16.0,2512.399999999999,,Low Risk
PO-00656,Epsilon_Group,2023-07-08,2023-07-09,Packaging,Delivered,1831,52.24,50.44,60.0,Yes,Completed,Verified,Paid,92355.64,1.0,3295.800000000008,0.03276897870016385,Low Risk
PO-00657,Beta_Supplies,2022-03-24,2022-04-07,Office Supplies,Pending,1910,77.15,68.49,170.0,Yes,Completed,Pending,Not Paid,130815.9,14.0,16540.60000000002,0.08900523560209424,Low Risk
PO-00658,Gamma_Co,2022-05-22,2022-05-31,Electronics,Partially Delivered,1173,32.12,29.18,,Yes,Completed,Pending,Not Paid,34228.14,9.0,3448.619999999997,,Low Risk
PO-00659,Epsilon_Group,2022-06-04,2022-06-17,Packaging,Partially Delivered,851,20.44,19.22,22.0,Yes,Completed,Pending,Not Paid,16356.22,13.0,1038.220000000002,0.025851938895417155,Low Risk
PO-00660,Epsilon_Group,2022-08-25,2022-09-07,MRO,Cancelled,1253,43.38,38.01,34.0,Yes,Completed,Pending,Not Paid,47626.53,13.0,6728.610000000006,0.02713487629688747,Low Risk
PO-00661,Alpha_Inc,2023-01-28,2023-02-15,Electronics,Delivered,1296,38.0,33.42,33.0,Yes,Completed,Verified,Paid,43312.32,18.0,5935.679999999998,0.02546296296296296,Low Risk
PO-00662,Beta_Supplies,2023-12-12,2023-12-30,Raw Materials,Delivered,1979,40.88,39.46,221.0,Yes,Completed,Verified,Paid,78091.34,18.0,2810.1800000000035,0.11167256189994947,High Risk
PO-00663,Gamma_Co,2022-06-06,2022-06-19,Office Supplies,Delivered,811,31.8,30.33,58.0,Yes,Completed,Verified,Paid,24597.629999999997,13.0,1192.170000000002,0.07151664611590629,Low Risk
PO-00664,Alpha_Inc,2023-12-25,2024-01-12,Electronics,Delivered,1732,15.37,14.7,38.0,Yes,Completed,Verified,Paid,25460.399999999998,18.0,1160.4399999999998,0.021939953810623556,Low Risk
PO-00665,Beta_Supplies,2022-08-08,2022-08-28,Packaging,Delivered,491,12.01,11.67,47.0,Yes,Completed,Verified,Paid,5729.97,20.0,166.93999999999994,0.09572301425661914,Low Risk
PO-00666,Gamma_Co,2022-03-07,2022-03-11,Packaging,Cancelled,1681,99.88,96.38,90.0,Yes,Completed,Pending,Not Paid,162014.78,4.0,5883.5,0.05353955978584176,Low Risk
PO-00667,Alpha_Inc,2023-03-01,2023-03-05,Raw Materials,Partially Delivered,818,51.89,47.85,12.0,Yes,Completed,Pending,Not Paid,39141.3,4.0,3304.7199999999993,0.014669926650366748,Low Risk
PO-00668,Beta_Supplies,2023-02-22,2023-03-05,Office Supplies,Delivered,1065,47.49,41.42,113.0,Yes,Completed,Verified,Paid,44112.3,11.0,6464.55,0.10610328638497653,High Risk
PO-00669,Gamma_Co,2022-12-05,2022-12-17,Packaging,Delivered,1398,75.08,67.09,57.0,Yes,Completed,Verified,Paid,93791.82,12.0,11170.019999999993,0.0407725321888412,Low Risk
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,Packaging,Delivered,565,32.31,29.76,60.0,Yes,Completed,Verified,Paid,16814.4,7.0,1440.7500000000005,0.10619469026548672,High Risk
PO-00671,Epsilon_Group,2023-04-23,2023-05-06,Packaging,Pending,1089,102.66,89.21,33.0,Yes,Completed,Pending,Not Paid,97149.68999999999,13.0,14647.050000000003,0.030303030303030304,Low Risk
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,Electronics,Delivered,841,86.43,83.77,125.0,No,Completed,Verified,Paid,70450.56999999999,2.0,2237.060000000009,0.14863258026159334,High Risk
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,Electronics,Delivered,385,18.23,17.74,,Yes,Completed,Verified,Paid,6829.9,11.0,188.65000000000077,,Low Risk
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,Office Supplies,Delivered,1832,49.01,41.86,52.0,Yes,Completed,Verified,Paid,76687.52,17.0,13098.799999999997,0.028384279475982533,Low Risk
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,Raw Materials,Delivered,307,95.36,83.63,29.0,Yes,Completed,Verified,Paid,25674.41,20.0,3601.110000000001,0.09446254071661238,Low Risk
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,Office Supplies,Delivered,546,101.2,97.82,21.0,Yes,Completed,Verified,Paid,53409.719999999994,5.0,1845.4800000000052,0.038461538461538464,Low Risk
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,Raw Materials,Delivered,945,57.01,55.14,147.0,No,Completed,Verified,Paid,52107.3,20.0,1767.1499999999976,0.15555555555555556,High Risk
PO-00678,Delta_Logistics,2023-12-14,2023-12-27,MRO,Pending,209,72.71,64.34,39.0,Yes,Completed,Pending,Not Paid,13447.060000000001,13.0,1749.3299999999979,0.18660287081339713,High Risk
PO-00679,Beta_Supplies,2022-01-21,,Packaging,Delivered,1548,25.03,22.87,,Yes,Pending,Verified,Paid,35402.76,,3343.6800000000003,,Low Risk
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,Raw Materials,Delivered,901,108.63,106.3,141.0,Yes,Completed,Verified,Paid,95776.3,10.0,2099.3299999999986,0.1564927857935627,High Risk
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,Packaging,Delivered,1737,32.7,31.02,48.0,Yes,Completed,Verified,Paid,53881.74,17.0,2918.1600000000058,0.027633851468048358,Low Risk
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,Raw Materials,Delivered,1981,102.43,90.99,204.0,Yes,Completed,Verified,Paid,180251.19,18.0,22662.640000000025,0.10297829379101464,High Risk
PO-00683,Epsilon_Group,2022-01-07,2022-01-26,MRO,Pending,739,68.47,66.09,19.0,Yes,Completed,Pending,Not Paid,48840.51,19.0,1758.8199999999965,0.02571041948579161,Low Risk
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,Raw Materials,Delivered,1748,68.25,62.84,171.0,Yes,Completed,Verified,Paid,109844.32,1.0,9456.679999999995,0.09782608695652174,Low Risk
PO-00685,Delta_Logistics,2022-11-02,2022-11-06,Office Supplies,Cancelled,429,58.95,55.35,59.0,No,Completed,Pending,Not Paid,23745.15,4.0,1544.4000000000005,0.13752913752913754,High Risk
PO-00686,Gamma_Co,2023-02-04,,Electronics,Delivered,1618,32.76,28.41,62.0,Yes,Pending,Verified,Paid,45967.38,,7038.2999999999965,0.038318912237330034,Low Risk
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,Packaging,Delivered,1006,27.7,23.66,101.0,No,Completed,Verified,Paid,23801.96,1.0,4064.2399999999993,0.10039761431411531,High Risk
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,Electronics,Partially Delivered,740,32.53,29.35,84.0,Yes,Completed,Pending,Not Paid,21719.0,9.0,2353.2,0.11351351351351352,High Risk
PO-00689,Gamma_Co,2023-07-14,,Raw Materials,Delivered,1500,29.19,27.24,72.0,Yes,Pending,Verified,Paid,40860.0,,2925.000000000004,0.048,Low Risk
PO-00690,Delta_Logistics,2023-09-10,2023-09-29,Office Supplies,Cancelled,1686,88.18,77.15,,Yes,Completed,Pending,Not Paid,130074.90000000001,19.0,18596.58,,Low Risk
